State Abbreviation,Release Year,fips,Premature death ratio,Low birthweight ratio,Access to exercise opportunities ratio,Sexually transmitted infections ratio,Uninsured ratio,Primary care physicians ratio,Mental health providers ratio,date,county,state,cases,deaths,confirmed_cases,confirmed_deaths,ST,STATE,ST_ABBR,STCNTY,COUNTY,SumPop,Sum_HU,Sum_HH,Mean_EP_POV,Mean_EP_UNEMP,MEAN_EP_POV,MEAN_EP_UNEMP,MEAN_EP_PCI,MEAN_EP_NOHSDP,MEAN_EP_AGE65,MEAN_EP_AGE17,MEAN_EP_DISABL,MEAN_EP_SNGPNT,MEAN_EP_MUNIT,MEAN_EP_MOBILE,MEAN_EP_CROWD,MEAN_EP_NOVEH,MEAN_EP_GROUPQ,MEAN_EP_UNINSUR
TX,2020,48021,0.0047466648978948854,0.07576810788266371,0.475131790052716,0.008978185722207148,0.2175716117999145,0.0002713512110522528,0.0005748712288447388,2020-10-09,Bastrop,Texas,1887,30,1887,2,48,TEXAS,TX,48021,Bastrop,82577,29578,25345,10.05,6.5600000000000005,10.05,6.5600000000000005,26591.4,19.560000000000002,14.49,24.84,14.250000000000004,8.09,1.64,27.610000000000003,5.49,4.39,2.62,16.35
TX,2020,48023,0.009047869542346133,0.08695652173913043,0.8585614600107354,0.003351019268360793,0.18916913946587538,0.0013962580284836638,0.0,2020-10-09,Baylor,Texas,35,2,35,108,48,TEXAS,TX,48023,Baylor,3591,2623,1474,10.9,2.4,10.9,2.4,25264.0,11.5,24.3,22.3,20.5,4.2,0.3,10.3,0.0,2.2,2.1,13.1
TX,2020,48025,0.00465806770872554,0.10115384615384615,0.5088980257995669,0.009090071553603784,0.18911941868247442,0.00021496790836225165,0.00042961917328996225,2020-10-09,Bee,Texas,1826,36,1826,108,48,TEXAS,TX,48025,Bee,32691,10708,8537,18.442857142857147,9.2,18.442857142857147,9.2,20013.428571428572,23.47142857142857,14.6,23.2,17.614285714285717,8.028571428571428,1.6857142857142855,17.0,5.828571428571428,6.3999999999999995,14.185714285714285,20.185714285714287
TX,2020,48027,0.003600818413298716,0.0875900609643451,0.7768014569600464,0.012046010585539613,0.1326065830617385,0.0008164837723850239,0.00215947497764606,2020-10-09,Bell,Texas,5749,92,5749,90,48,TEXAS,TX,48027,Bell,342236,138168,120241,15.86923076923077,8.163076923076922,15.86923076923077,8.163076923076922,23840.723076923077,11.018461538461539,10.552307692307693,25.43076923076923,14.807692307692314,11.540000000000001,9.250769230769231,5.240000000000001,3.964615384615385,6.347692307692307,5.313846153846154,12.81076923076923
TX,2020,48029,0.003653014922425533,0.08945078133611889,0.8626412942121202,0.006630320569311,0.16904979006617568,0.0007403330375405013,0.001774880680184628,2020-10-09,Bexar,Texas,59335,1347,48565,1171,48,TEXAS,TX,48029,Bexar,1925865,688615,632574,17.212295081967213,5.7948087431694,17.212295081967213,5.7948087431694,26569.377049180326,17.46120218579234,12.044535519125679,25.12240437158472,14.307103825136613,11.299453551912565,13.472950819672135,3.035245901639344,4.448633879781422,7.846994535519127,1.8540983606557375,15.488524590163937
TX,2020,48031,0.005408824924877432,0.06369426751592357,0.49880918357625986,0.011267847927060037,0.2146253112972606,0.000430070531567177,8.545547769612032e-05,2020-10-09,Blanco,Texas,149,5,149,108,48,TEXAS,TX,48031,Blanco,11279,5791,4297,9.45,5.7,9.45,5.7,34992.5,9.3,23.9,18.15,16.9,6.25,0.39999999999999997,15.6,3.8,3.4499999999999997,0.95,17.9
TX,2020,48033,0.0,0.0,0.0,0.0,0.16184971098265896,0.0,0.0,2020-10-09,Borden,Texas,1,0,1,108,48,TEXAS,TX,48033,Borden,665,441,261,2.6,2.1,2.6,2.1,33781.0,6.9,26.0,25.9,23.2,4.2,0.0,17.7,0.4,1.9,0.0,4.7
TX,2020,48035,0.007011625071132429,0.07037896365042537,0.31380408521853725,0.0026192295099858125,0.22263410379415613,0.0005456728145803776,0.00021400674121234818,2020-10-09,Bosque,Texas,363,7,363,108,48,TEXAS,TX,48035,Bosque,18122,9732,7088,14.457142857142857,4.514285714285714,14.457142857142857,4.514285714285714,26177.285714285714,15.128571428571428,25.085714285714285,21.342857142857145,17.671428571428574,8.985714285714286,1.3857142857142857,15.099999999999998,3.7571428571428567,2.3000000000000003,1.9857142857142858,18.442857142857143
TX,2020,48037,0.005911843863369028,0.09866161317067393,0.4086317722681359,0.005116368123218313,0.1635651994781295,0.0006701272178019827,0.0009859632755184259,2020-10-09,Bowie,Texas,1506,74,1506,74,48,TEXAS,TX,48037,Bowie,93858,39642,33731,20.31111111111111,7.233333333333334,20.31111111111111,7.233333333333334,24504.944444444445,12.833333333333336,16.355555555555554,23.58333333333333,13.777777777777779,12.333333333333336,5.588888888888889,12.999999999999998,3.5222222222222217,9.1,5.116666666666666,15.288888888888888
TX,2020,48039,0.003587713237006569,0.0836799903538916,0.8051352956578939,0.0040032334870067346,0.14167458618515993,0.0006455938221637326,0.0006726094003241491,2020-10-09,Brazoria,Texas,11691,173,11691,144,48,TEXAS,TX,48039,Brazoria,353999,133283,118762,11.174509803921568,5.392156862745097,11.174509803921568,5.392156862745097,30538.745098039217,14.256862745098035,12.13529411764706,25.635294117647053,10.239215686274509,9.111764705882354,9.086274509803923,12.741176470588236,3.9098039215686278,3.63921568627451,2.552941176470588,15.415686274509808
TX,2020,48041,0.002181014946458252,0.07638085218306155,0.8863490564585247,0.0070277790243683524,0.1690047253396338,0.0008526679531481398,0.0008687675848261142,2020-10-09,Brazos,Texas,7807,65,6949,63,48,TEXAS,TX,48041,Brazos,219193,87713,79053,25.161904761904754,4.595238095238095,25.161904761904754,4.595238095238095,25811.02380952381,12.026190476190477,8.583333333333334,20.149999999999995,8.38095238095238,8.723809523809523,14.23095238095238,6.345238095238094,3.4285714285714284,5.333333333333332,5.145238095238096,13.071428571428571
TX,2020,48043,0.005358972338245725,0.06338028169014084,0.579397746967071,0.005033736746278248,0.19784916586240175,0.0006426046910142444,0.0012949174490126255,2020-10-09,Brewster,Texas,223,4,223,108,48,TEXAS,TX,48043,Brewster,9216,5500,3942,12.833333333333334,5.433333333333334,12.833333333333334,5.433333333333334,26059.666666666668,16.9,21.099999999999998,19.266666666666666,21.53333333333333,7.733333333333333,5.266666666666667,22.2,3.1,4.8999999999999995,0.9333333333333332,16.8
TX,2020,48045,0.005261839138060637,0.0,0.7122785583384239,0.009162303664921465,0.31431079894644426,0.0,0.0,2020-10-09,Briscoe,Texas,15,1,15,108,48,TEXAS,TX,48045,Briscoe,1546,991,632,15.6,5.5,15.6,5.5,24286.0,13.5,23.5,18.8,11.7,9.3,0.4,11.6,2.2,3.5,0.0,21.9
TX,2020,48047,0.005403494596505403,0.08415841584158416,0.420185518482625,0.007325501036627506,0.16660947151681538,0.0,0.0001405678942929435,2020-10-09,Brooks,Texas,329,23,329,108,48,TEXAS,TX,48047,Brooks,7180,3087,2052,37.1,10.1,37.1,10.1,14271.0,34.35,16.2,23.1,21.0,18.5,2.45,12.45,5.8,9.7,13.8,20.1
TX,2020,48049,0.006608309230562951,0.09109874826147427,0.6486904949351808,0.005623735316532205,0.1868831257232319,0.0004993036028696818,0.0018194283303449004,2020-10-09,Brown,Texas,882,32,604,32,48,TEXAS,TX,48049,Brown,37834,18761,14016,16.783333333333335,4.091666666666668,16.783333333333335,4.091666666666668,24002.5,16.175,19.05,21.875,13.999999999999998,8.75,3.125,16.341666666666665,1.6583333333333334,7.358333333333334,6.658333333333334,14.174999999999997
TX,2020,48051,0.006363250712078056,0.08216292134831461,0.4987490545179496,0.00388651379712398,0.1983760324793504,0.000388651379712398,0.00010876067214095382,2020-10-09,Burleson,Texas,365,6,365,108,48,TEXAS,TX,48051,Burleson,17863,9109,6754,11.34,5.88,11.34,5.88,30173.6,16.98,20.660000000000004,20.66,15.5,6.06,0.7200000000000001,29.48,4.64,4.74,0.76,15.319999999999999
TX,2020,48053,0.0049306890462125115,0.06654783125371361,0.6297777777777778,0.00489274420989659,0.21283299108273088,0.00047004529527390823,0.0006520550250304994,2020-10-09,Burnet,Texas,785,12,785,108,48,TEXAS,TX,48053,Burnet,45750,22335,16849,10.55,4.1,10.55,4.1,31880.375,11.3375,22.612499999999997,21.250000000000004,18.0,7.4,2.7375,15.8375,3.225,3.5499999999999994,1.0125,14.3
TX,2020,48055,0.005109550091988627,0.08645690834473324,0.5871906688383334,0.01065236903018565,0.21692969870875178,0.00028343332231092636,0.0007630587092746318,2020-10-09,Caldwell,Texas,1641,36,1641,35,48,TEXAS,TX,48055,Caldwell,41401,14504,13225,15.95,2.8875,15.95,2.8875,25302.875,19.3625,14.6875,24.0,14.812500000000002,9.9625,3.8375000000000004,22.9125,6.1875,4.6000000000000005,7.7375,18.9125
TX,2020,48057,0.0049710161681888,0.07234251968503937,0.5521724895935644,0.0030353200883002206,0.1923508299685958,0.0005058866813833702,0.00013914011409489355,2020-10-09,Calhoun,Texas,857,8,857,3,48,TEXAS,TX,48057,Calhoun,21807,11927,7604,14.219999999999999,7.0,14.219999999999999,7.0,27727.2,17.7,17.119999999999997,24.72,17.880000000000003,11.079999999999998,3.12,13.280000000000001,8.419999999999998,3.6799999999999997,1.52,18.54
TX,2020,48059,0.0064788584618612945,0.11263467189030363,0.5455552274069698,0.0017926287107414313,0.18546793605173342,7.170514842965726e-05,7.145919679862798e-05,2020-10-09,Callahan,Texas,98,4,98,1,48,TEXAS,TX,48059,Callahan,13770,6667,5319,14.066666666666668,3.2999999999999994,14.066666666666668,3.2999999999999994,24722.333333333332,11.966666666666669,20.0,23.3,18.7,4.8,0.16666666666666666,24.766666666666666,1.9000000000000001,2.9,0.5666666666666668,18.533333333333335
TX,2020,48061,0.0033006612193630987,0.08135739360719345,0.6560927576190242,0.005574370169331524,0.29035257157447186,0.0004885243967195704,0.0005661605820130783,2020-10-09,Cameron,Texas,23174,1042,23174,1042,48,TEXAS,TX,48061,Cameron,421750,149556,123185,32.553488372093014,6.988372093023256,32.553488372093014,6.988372093023256,15703.918604651162,35.34418604651162,13.679069767441861,29.52441860465116,13.162790697674415,14.306976744186047,7.3174418604651175,9.623255813953486,11.519767441860461,8.33255813953488,1.0372093023255813,28.434883720930237
TX,2020,48063,0.006030824212642395,0.0745814307458143,0.6014031126522055,0.004356281602489304,0.21241485177012376,0.0008556981719175418,0.0004603698304304458,2020-10-09,Camp,Texas,369,12,369,108,48,TEXAS,TX,48063,Camp,12813,5753,4692,19.8,6.0,19.8,6.0,21115.333333333332,15.4,17.96666666666667,26.399999999999995,15.166666666666666,10.299999999999999,1.8,20.566666666666666,4.8,6.433333333333334,0.4666666666666666,16.166666666666668
TX,2020,48065,0.0053520957363641835,0.056265984654731455,0.724037528307991,0.008454907161803714,0.17026037428803906,0.0,0.0,2020-10-09,Carson,Texas,34,0,34,108,48,TEXAS,TX,48065,Carson,6032,2793,2247,6.8,1.75,6.8,1.75,32698.0,6.800000000000001,18.15,26.15,10.95,7.800000000000001,0.7,10.95,0.45,1.1,0.65,11.45
TX,2020,48067,0.006959223110980651,0.07810552555047777,0.3631499474789916,0.003431960549113688,0.16021957286216656,0.0002665600426496068,0.00023241143464258442,2020-10-09,Cass,Texas,406,17,406,3,48,TEXAS,TX,48067,Cass,30087,14540,11789,19.442857142857143,6.614285714285715,19.442857142857143,6.614285714285715,23060.714285714286,14.257142857142856,21.7,22.571428571428573,17.985714285714288,8.27142857142857,1.5142857142857142,20.071428571428573,3.614285714285714,5.6000000000000005,1.0857142857142856,15.285714285714286
TX,2020,48069,0.00400820283370619,0.0691358024691358,0.4892086330935252,0.0035700624760933316,0.28880426504188883,0.00012750223128904755,0.0001304631441617743,2020-10-09,Castro,Texas,263,5,263,1,48,TEXAS,TX,48069,Castro,7787,3174,2532,13.6,2.8333333333333335,13.6,2.8333333333333335,21659.666666666668,25.0,15.166666666666666,29.600000000000005,10.466666666666667,8.133333333333333,1.8666666666666665,14.966666666666667,4.466666666666668,4.5,0.7000000000000001,23.866666666666664
